review_id,role,status,location,date,rating,combined_text,sentences,sentiment,sentence_id
577,Branch Banker,Former Employee,"Chicago, IL",12/09/2020,3.0,Not much to say. This company is alright. It all depends on your manager and your location. Sometimes you meet great people. Sometimes you meet not so great people....,It all depends on your manager and your location.,"{'label': 'NEGATIVE', 'score': 0.9680115580558777}",149
577,Branch Banker,Former Employee,"Chicago, IL",12/09/2020,3.0,Not much to say. This company is alright. It all depends on your manager and your location. Sometimes you meet great people. Sometimes you meet not so great people....,Sometimes you meet great people.,"{'label': 'POSITIVE', 'score': 0.9998589754104614}",150
577,Branch Banker,Former Employee,"Chicago, IL",12/09/2020,3.0,Not much to say. This company is alright. It all depends on your manager and your location. Sometimes you meet great people. Sometimes you meet not so great people....,Sometimes you meet not so great people....,"{'label': 'NEGATIVE', 'score': 0.9933951497077942}",151
578,Personal Banker,Former Employee,"Keyport, NJ",12/06/2020,4.0,"It was okay. I worked for 1 year as In-Store Banker.I had a great time, but I had to leave the job because I did not like working on Sunday.Great people, Great Company Culture. I really liked working here",It was okay.,"{'label': 'POSITIVE', 'score': 0.9998270869255066}",152
578,Personal Banker,Former Employee,"Keyport, NJ",12/06/2020,4.0,"It was okay. I worked for 1 year as In-Store Banker.I had a great time, but I had to leave the job because I did not like working on Sunday.Great people, Great Company Culture. I really liked working here",I worked for 1 year as In-Store Banker.,"{'label': 'NEGATIVE', 'score': 0.9807109236717224}",153
578,Personal Banker,Former Employee,"Keyport, NJ",12/06/2020,4.0,"It was okay. I worked for 1 year as In-Store Banker.I had a great time, but I had to leave the job because I did not like working on Sunday.Great people, Great Company Culture. I really liked working here","I had a great time, but I had to leave In-Store Banker because I did not like working on Sunday.","{'label': 'NEGATIVE', 'score': 0.9983737468719482}",154
578,Personal Banker,Former Employee,"Keyport, NJ",12/06/2020,4.0,"It was okay. I worked for 1 year as In-Store Banker.I had a great time, but I had to leave the job because I did not like working on Sunday.Great people, Great Company Culture. I really liked working here","Great people, Great Company Culture.","{'label': 'POSITIVE', 'score': 0.9998737573623657}",155
578,Personal Banker,Former Employee,"Keyport, NJ",12/06/2020,4.0,"It was okay. I worked for 1 year as In-Store Banker.I had a great time, but I had to leave the job because I did not like working on Sunday.Great people, Great Company Culture. I really liked working here",I really liked working here,"{'label': 'POSITIVE', 'score': 0.9995099306106567}",156
579,Universal Banker,Current Employee,"Orlando, FL",12/06/2020,3.0,"Universal Banker. The good: The compensation for the Universal Banker role is pretty good, and you do really well with referrals, selling credit cards, and meeting your quarterly quota, you get decent bonuses. The workload is pretty decent, I guess it also depends what your branch is like.The neutral:The products are just like any other bank, the difference is how they name them. It's important to go over all the fees with customers when you open accounts because some caught me off guard (example: when you can charge for a replacement card/when not to charge)The bad:I've noticed a lot of turnover lately with bakers and managers; and when you don't have a branch or assistant manager to guide you through your first few weeks, your constantly looking up policies and procedures by yourself, and trying to learn 3 different systems. In my specific branch my colleague have helped a bit, but I can't help but think they are planning an exit too. ",Universal Banker.,"{'label': 'POSITIVE', 'score': 0.9983953833580017}",157
579,Universal Banker,Current Employee,"Orlando, FL",12/06/2020,3.0,"Universal Banker. The good: The compensation for the Universal Banker role is pretty good, and you do really well with referrals, selling credit cards, and meeting your quarterly quota, you get decent bonuses. The workload is pretty decent, I guess it also depends what your branch is like.The neutral:The products are just like any other bank, the difference is how they name them. It's important to go over all the fees with customers when you open accounts because some caught me off guard (example: when you can charge for a replacement card/when not to charge)The bad:I've noticed a lot of turnover lately with bakers and managers; and when you don't have a branch or assistant manager to guide you through your first few weeks, your constantly looking up policies and procedures by yourself, and trying to learn 3 different systems. In my specific branch my colleague have helped a bit, but I can't help but think they are planning an exit too. ","The good: The compensation for the Universal Banker role is pretty good, and you do really well with referrals, selling credit cards, and meeting your quarterly quota, you get decent bonuses.","{'label': 'POSITIVE', 'score': 0.9998507499694824}",158
579,Universal Banker,Current Employee,"Orlando, FL",12/06/2020,3.0,"Universal Banker. The good: The compensation for the Universal Banker role is pretty good, and you do really well with referrals, selling credit cards, and meeting your quarterly quota, you get decent bonuses. The workload is pretty decent, I guess it also depends what your branch is like.The neutral:The products are just like any other bank, the difference is how they name them. It's important to go over all the fees with customers when you open accounts because some caught me off guard (example: when you can charge for a replacement card/when not to charge)The bad:I've noticed a lot of turnover lately with bakers and managers; and when you don't have a branch or assistant manager to guide you through your first few weeks, your constantly looking up policies and procedures by yourself, and trying to learn 3 different systems. In my specific branch my colleague have helped a bit, but I can't help but think they are planning an exit too. ","The workload is pretty decent, I guess it also depends what your branch is like.","{'label': 'POSITIVE', 'score': 0.999578058719635}",159
